ACCESSION	samplename	DNA#	ADM_#	ADM_CODE	POP_CODE	POPNAME	POP#	GROUP	LONG	LAT	server	path	plastome
STKF5-1_DNA757	STKF5-1	757	780	PTRI	STKF	Lower Stikine/F	5	C01	131.566667	57.65	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0989/D1C4AACXX_7/IX0989_D1C4AACXX_7_TAATCG.bam	DONE
STKG4-4_DNA758	STKG4-4	758	781	PTRI	STKG	Upper Stikine/G	4	C01	-129.666667	57.95	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0982/D18W4ACXX_4/IX0982_D18W4ACXX_4_TGAATG.bam	DONE
TRTB7-6_DNA759	TRTB7-6	759	815	PTRI	TRTB	Treaty/B	7	C01	-129.816667	56.566667	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0989/D1C4AACXX_7/IX0989_D1C4AACXX_7_AGTTCC.bam	DONE
P.angGHE1_DNA764	P.angGHE1	764	584	PANG	ANGU	ANGU	ANGU	A05	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0976/C14ERACXX_3/IX0976_C14ERACXX_3_ACTTGA.bam	DONE
P.angAZBR56_DNA765	P.angAZBR56	765	581	PANG	ANGU	ANGU	ANGU	A05	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0974/C14ERACXX_1/IX0974_C14ERACXX_1_CGTACG.bam	DONE
P.angAZBR107_DNA766	P.angAZBR107	766	580	PANG	ANGU	ANGU	ANGU	A05	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0976/C14ERACXX_3/IX0976_C14ERACXX_3_ACATCT.bam	DONE
P.angCoal1_DNA767	P.angCoal1	767	583	PANG	ANGU	ANGU	ANGU	A05	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0977/C14ERACXX_4/IX0977_C14ERACXX_4_AGCATC.bam	DONE
P.angAlberto_Female_6_DNA768	P.angAlberto_Female_6	768	582	PANG	ANGU	ANGU	ANGU	A05	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0975/C14ERACXX_2/IX0975_C14ERACXX_2_ATTCCT.bam	DONE
P.ang562_DNA769	P.ang562	769	579	PANG	ANGU	ANGU	ANGU	A05	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0974/C14ERACXX_1/IX0974_C14ERACXX_1_CATTTT.bam	DONE
P.delFemale31ULeth_DNA772	P.delFemale31ULeth	772	586	PDEL	DELT	DELT	DELT	A02	NA	NA	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0983/D18W4ACXX_5/IX0983_D18W4ACXX_5_GGCCTG.bam	DONE
CAR-11-05_female_DNA776	CAR-11-05_female	776	60	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0978/C14ERACXX_5/IX0978_C14ERACXX_5_AGGCCG.bam	DONE
CAR-11-07_female_DNA777	CAR-11-07_female	777	61	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0978/C14ERACXX_5/IX0978_C14ERACXX_5_CAACTA.bam	DONE
NWL-11-05_female_DNA778	NWL-11-05_female	778	561	PBAL	NWL	Norman Wells		B02	-126.67	65.23	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0986/D18W4ACXX_8/IX0986_D18W4ACXX_8_CCACGC.bam	DONE
NWL-11-06_female_DNA779	NWL-11-06_female	779	562	PBAL	NWL	Norman Wells		B02	-126.67	65.23	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0976/C14ERACXX_3/IX0976_C14ERACXX_3_CTATAC.bam	DONE
NWL-11-10_female_DNA780	NWL-11-10_female	780	564	PBAL	NWL	Norman Wells		B02	-126.67	65.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-21/IX0996/D1CLLACXX_8/IX0996_D1CLLACXX_8_GCAAGG.bam	DONE
CAR-11-12_male_DNA781	CAR-11-12_male	781	64	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0975/C14ERACXX_2/IX0975_C14ERACXX_2_TACAGC.bam	DONE
CAR-11-13_male_DNA782	CAR-11-13_male	782	65	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0986/D18W4ACXX_8/IX0986_D18W4ACXX_8_TGCCAT.bam	DONE
CAR-11-14_male_DNA783	CAR-11-14_male	783	66	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-22/IX0979/D18W4ACXX_1/IX0979_D18W4ACXX_1_ATGTCA.bam	DONE
NWL-11-03_male_DNA784	NWL-11-03_male	784	560	PBAL	NWL	Norman Wells		B02	-126.67	65.23	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0989/D1C4AACXX_7/IX0989_D1C4AACXX_7_TTAGGC.bam	DONE
NWL-11-08_male_DNA785	NWL-11-08_male	785	563	PBAL	NWL	Norman Wells		B02	-126.67	65.23	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0984/D18W4ACXX_6/IX0984_D18W4ACXX_6_GGCTAC.bam	DONE
NWL-11-12_male_DNA786	NWL-11-12_male	786	565	PBAL	NWL	Norman Wells		B02	-126.67	65.23	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0987/D1C4AACXX_5/IX0987_D1C4AACXX_5_AAGACT.bam	DONE
CAR-11-11_female_DNA787	CAR-11-11_female	787	63	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0976/C14ERACXX_3/IX0976_C14ERACXX_3_ACGATA.bam	DONE
CAR-11-09_female_DNA788	CAR-11-09_female	788	62	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0986/D18W4ACXX_8/IX0986_D18W4ACXX_8_ATAATT.bam	DONE
BOY2_DNA789	BOY2	789	43	PBAL	BOY	Boyle		B03	-112.65	54.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0982/D18W4ACXX_4/IX0982_D18W4ACXX_4_CACCGG.bam	DONE
BOY4_DNA790	BOY4	790	45	PBAL	BOY	Boyle		B03	-112.65	54.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0987/D1C4AACXX_5/IX0987_D1C4AACXX_5_CCCATG.bam	DONE
DEN3_DNA791	DEN3	791	123	PBAL	DEN	Denali National Park		B02	-149.02	63.87	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0990/D1C4AACXX_8/IX0990_D1C4AACXX_8_CTCAGA.bam	DONE
DEN4_DNA792	DEN4	792	124	PBAL	DEN	Denali National Park		B02	-149.02	63.87	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0991/C13P1ACXX_2/IX0991_C13P1ACXX_2_GCACTT.bam	DONE
DEN13_DNA793	DEN13	793	118	PBAL	DEN	Denali National Park		B02	-149.02	63.87	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0974/C14ERACXX_1/IX0974_C14ERACXX_1_TATAAT.bam	DONE
EDM2_DNA794	EDM2	794	157	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0985/D18W4ACXX_7/IX0985_D18W4ACXX_7_TGCTGG.bam	DONE
EDM6_DNA795	EDM6	795	161	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0984/D18W4ACXX_6/IX0984_D18W4ACXX_6_CCGTCC.bam	DONE
EDM9_DNA796	EDM9	796	163	PBAL	EDM	Edmonton		B03	-113.32	53.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-22/IX0979/D18W4ACXX_1/IX0979_D18W4ACXX_1_TGACCA.bam	DONE
FBK5_DNA797	FBK5	797	175	PBAL	FBK	Fairbanks		B02	-146.35	64.9	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0995/C13P1ACXX_6/IX0995_C13P1ACXX_6_CTTGTA.bam	DONE
FBK6_DNA798	FBK6	798	176	PBAL	FBK	Fairbanks		B02	-146.35	64.9	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0992/C13P1ACXX_3/IX0992_C13P1ACXX_3_AAGCGA.bam	DONE
FTM3_DNA799	FTM3	799	202	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0980/D18W4ACXX_2/IX0980_D18W4ACXX_2_ACTCTC.bam	DONE
GIL3_DNA800	GIL3	800	215	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0990/D1C4AACXX_8/IX0990_D1C4AACXX_8_ATACGG.bam	DONE
GIL4_DNA801	GIL4	801	216	PBAL	GIL	Gillam		B03	-94.63	56.35	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-30/IX0994/C13P1ACXX_5/IX0994_C13P1ACXX_5_CACGAT.bam	DONE
GIL9_DNA802	GIL9	802	221	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0977/C14ERACXX_4/IX0977_C14ERACXX_4_GAGTGG.bam	DONE
GPR1_DNA803	GPR1	803	232	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0980/D18W4ACXX_2/IX0980_D18W4ACXX_2_CTGCTG.bam	DONE
GPR5_DNA804	GPR5	804	235	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0993/C13P1ACXX_4/IX0993_C13P1ACXX_4_GCCGCG.bam	DONE
GPR7_DNA805	GPR7	805	237	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0985/D18W4ACXX_7/IX0985_D18W4ACXX_7_TCATTC.bam	DONE
LOV6_DNA807	LOV6	807	435	PBAL	LOV	Love		B03	-105.5	53.63	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0988/D1C4AACXX_6/IX0988_D1C4AACXX_6_GTAGAG.bam	DONE
LOV7_DNA808	LOV7	808	436	PBAL	LOV	Love		B03	-105.5	53.63	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0975/C14ERACXX_2/IX0975_C14ERACXX_2_ACAGTG.bam	DONE
NWL3_DNA809	NWL3	809	574	PBAL	NWL	Norman Wells		B02	-126.67	65.23	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-22/IX0979/D18W4ACXX_1/IX0979_D18W4ACXX_1_AAACAT.bam	DONE
NWL8_DNA810	NWL8	810	577	PBAL	NWL	Norman Wells		B02	-126.67	65.23	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0974/C14ERACXX_1/IX0974_C14ERACXX_1_AAGGAC.bam	DONE
RNA3_DNA811	RNA3	811	651	PBAL	RNA	Rouyn-Noranda		B03	-78.67	48.6	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0981/D18W4ACXX_3/IX0981_D18W4ACXX_3_ACTGAT.bam	DONE
SRD11_DNA812	SRD11	812	753	PBAL	SRD	South Reindeer		B03	-104.23	56.27	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-12/IX0981/D18W4ACXX_3/IX0981_D18W4ACXX_3_ATCCTA.bam	DONE
WAD6_DNA813	WAD6	813	826	PBAL	WAD	Wadena		B03	-104.27	52.37	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-09-05/IX0841/D17UBACXX_4/IX0841_D17UBACXX_4_TGACCA.bam	DONE
WHR3_DNA814	WHR3	814	841	PBAL	WHR	Whitehorse		B02	-135.33	60.7	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0995/C13P1ACXX_6/IX0995_C13P1ACXX_6_CACTCA.bam	DONE
IRVC7-1_DNA815	IRVC7-1	815	325	PTRI	IRVC	Bell-Irving/C	7	C01	-129.733333	56.733333	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0983/D18W4ACXX_5/IX0983_D18W4ACXX_5_ACCGGC.bam	DONE
ROS6_DNA824	ROS6	824	657	PBAL	ROS	Roseville		B04	-64.37	47.33	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0995/C13P1ACXX_6/IX0995_C13P1ACXX_6_CCGCAA.bam	DONE
STL9_DNA825	STL9	825	788	PBAL	STL	Stettler		B03	-112.73	52.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0991/C13P1ACXX_2/IX0991_C13P1ACXX_2_GAAACC.bam	DONE
ROS9_DNA826	ROS9	826	658	PBAL	ROS	Roseville		B04	-64.37	47.33	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0992/C13P1ACXX_3/IX0992_C13P1ACXX_3_GCCTTA.bam	DONE
DUN6_DNA827	DUN6	827	147	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0993/C13P1ACXX_4/IX0993_C13P1ACXX_4_TCCCGA.bam	DONE
SOU7_DNA828	SOU7	828	740	PBAL	SOU	Soiux Lookout		B03	-91.9	50.08	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0987/D1C4AACXX_5/IX0987_D1C4AACXX_5_TTCGAA.bam	DONE
POR11_DNA829	POR11	829	600	PBAL	POR	Portage		B03	-98.3	49.95	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-30/IX0994/C13P1ACXX_5/IX0994_C13P1ACXX_5_GCCAAT.bam	DONE
SOU15_DNA830	SOU15	830	735	PBAL	SOU	Soiux Lookout		B03	-91.9	50.08	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0990/D1C4AACXX_8/IX0990_D1C4AACXX_8_AAAGCA.bam	DONE
MIN4_DNA831	MIN4	831	521	PBAL	MIN	Minnedosa		B03	-99.85	50.32	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-30/IX0994/C13P1ACXX_5/IX0994_C13P1ACXX_5_AATAGG.bam	DONE
CAR13_DNA832	CAR13	832	70	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-21/IX0996/D1CLLACXX_8/IX0996_D1CLLACXX_8_AGAAGA.bam	DONE
MTN13_DNA833	MTN13	833	529	PBAL	MTN	Matane		B04	-67.35	48.57	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0995/C13P1ACXX_6/IX0995_C13P1ACXX_6_ATCTAT.bam	DONE
MIN13_DNA834	MIN13	834	515	PBAL	MIN	Minnedosa		B03	-99.85	50.32	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0992/C13P1ACXX_3/IX0992_C13P1ACXX_3_CAGGCG.bam	DONE
WOL6_DNA836	WOL6	836	859	PBAL	WOL	Wollaston Lake		B03	-103.93	57.58	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0993/C13P1ACXX_4/IX0993_C13P1ACXX_4_CCTTAG.bam	DONE
CAR7_DNA837	CAR7	837	77	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0992/C13P1ACXX_3/IX0992_C13P1ACXX_3_GAATAA.bam	DONE
SOU14_DNA838	SOU14	838	734	PBAL	SOU	Soiux Lookout		B03	-91.9	50.08	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-21/IX0996/D1CLLACXX_8/IX0996_D1CLLACXX_8_GCTCCA.bam	DONE
MTN2_DNA839	MTN2	839	531	PBAL	MTN	Matane		B04	-67.35	48.57	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0991/C13P1ACXX_2/IX0991_C13P1ACXX_2_TCGAAG.bam	DONE
GYP5_DNA840	GYP5	840	257	PBAL	GYP	Gypsumville		B03	-98.62	51.77	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-11-21/IX0996/D1CLLACXX_8/IX0996_D1CLLACXX_8_TTCTCC.bam	DONE
SRD9_DNA841	SRD9	841	765	PBAL	SRD	South Reindeer		B03	-104.23	56.27	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-30/IX0994/C13P1ACXX_5/IX0994_C13P1ACXX_5_CAGATC.bam	DONE
FTM13_DNA842	FTM13	842	197	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-11/IX0988/D1C4AACXX_6/IX0988_D1C4AACXX_6_AAATGC.bam	DONE
EDM13_DNA849	EDM13	849	153	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1906/C2F5EACXX_1/IX1906_C2F5EACXX_1_ATCACG.bam	DONE
GYP6_DNA850	GYP6	850	258	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1903/C2F5GACXX_5/IX1903_C2F5GACXX_5_GATCAG.bam	DONE
MAT9_DNA851	MAT9	851	464	PBAL	MAT	Matapedia		B04	-67.18	48.22	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1901/C2F5GACXX_3/IX1901_C2F5GACXX_3_AACCCC.bam	DONE
GRA7_DNA854	GRA7	854	245	PBAL	GRA	Grand Rapids		B03	-99.35	53.2	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2012-10-17/IX0993/C13P1ACXX_4/IX0993_C13P1ACXX_4_ACAAAC.bam	DONE
BOY10_DNA887	BOY10	887	36	PBAL	BOY	Boyle		B03	-112.65	54.55	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-09/IX1915/C2P4LACXX_2/IX1915_C2P4LACXX_2_AGCGCT.bam	DONE
BOY14_DNA888	BOY14	888	40	PBAL	BOY	Boyle		B03	-112.65	54.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1905/C2F5GACXX_7/IX1905_C2F5GACXX_7_CAAAAG.bam	DONE
BOY15_DNA889	BOY15	889	41	PBAL	BOY	Boyle		B03	-112.65	54.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1902/C2F5GACXX_4/IX1902_C2F5GACXX_4_CCAACA.bam	DONE
CAR5_DNA890	CAR5	890	75	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1901/C2F5GACXX_3/IX1901_C2F5GACXX_3_CTAGCT.bam	DONE
CAR6_DNA891	CAR6	891	76	PBAL	CAR	Carnduff		B03	-101.83	49.18	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1911/C2F5EACXX_6/IX1911_C2F5EACXX_6_GATGCT.bam	DONE
CAR10_DNA892	CAR10	892	67	PBAL	CAR	Carnduff		B03	-101.83	49.18	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1953/C2NR6ACXX_6/IX1953_C2NR6ACXX_6_TAATCG.bam	DONE
DEN2_DNA893	DEN2	893	122	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1953/C2NR6ACXX_6/IX1953_C2NR6ACXX_6_TGAATG.bam	DONE
DEN6_DNA894	DEN6	894	126	PBAL	DEN	Denali National Park		B02	-149.02	63.87	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1916/C2P4LACXX_3/IX1916_C2P4LACXX_3_AGTTCC.bam	DONE
DEN14_DNA895	DEN14	895	119	PBAL	DEN	Denali National Park		B02	-149.02	63.87	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1904/C2F5GACXX_6/IX1904_C2F5GACXX_6_CGATGT.bam	DONE
DUN9_DNA897	DUN9	897	149	PBAL	DUN	Dunlop		B03	-98.58	54.85	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1919/C2P4LACXX_6/IX1919_C2P4LACXX_6_TAGCTT.bam	DONE
DUN12_DNA898	DUN12	898	139	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1905/C2F5GACXX_7/IX1905_C2F5GACXX_7_AACTTG.bam	DONE
DUN15_DNA899	DUN15	899	142	PBAL	DUN	Dunlop		B03	-98.58	54.85	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1905/C2F5GACXX_7/IX1905_C2F5GACXX_7_ACCGGC.bam	DONE
EDM12_DNA901	EDM12	901	152	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1908/C2F5EACXX_3/IX1908_C2F5EACXX_3_AGGCCG.bam	DONE
EDM14_DNA902	EDM14	902	154	PBAL	EDM	Edmonton		B03	-113.32	53.55	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1901/C2F5GACXX_3/IX1901_C2F5GACXX_3_CAACTA.bam	DONE
FBK8_DNA903	FBK8	903	177	PBAL	FBK	Fairbanks		B02	-146.35	64.9	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1953/C2NR6ACXX_6/IX1953_C2NR6ACXX_6_CCACGC.bam	DONE
FBK12_DNA904	FBK12	904	169	PBAL	FBK	Fairbanks		B02	-146.35	64.9	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1917/C2P4LACXX_4/IX1917_C2P4LACXX_4_CTATAC.bam	DONE
FBK15_DNA905	FBK15	905	172	PBAL	FBK	Fairbanks		B02	-146.35	64.9	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1910/C2F5EACXX_5/IX1910_C2F5EACXX_5_GCAAGG.bam	DONE
FRE2_DNA906	FRE2	906	188	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1899/C2F5GACXX_1/IX1899_C2F5GACXX_1_TACAGC.bam	DONE
FRE7_DNA907	FRE7	907	192	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1904/C2F5GACXX_6/IX1904_C2F5GACXX_6_TGCCAT.bam	DONE
FRE11_DNA908	FRE11	908	184	PBAL	FRE	Frederiction		B04	-67.25	46.4	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-18/IX1954/C2NR6ACXX_7/IX1954_C2NR6ACXX_7_ATGTCA.bam	DONE
FRE13_DNA909	FRE13	909	186	PBAL	FRE	Frederiction		B04	-67.25	46.4	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1901/C2F5GACXX_3/IX1901_C2F5GACXX_3_TTAGGC.bam	DONE
FTM12_DNA910	FTM12	910	196	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1910/C2F5EACXX_5/IX1910_C2F5EACXX_5_GGCTAC.bam	DONE
FTM14_DNA911	FTM14	911	198	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1899/C2F5GACXX_1/IX1899_C2F5GACXX_1_AAGACT.bam	DONE
FTM15_DNA912	FTM15	912	199	PBAL	FTM	Fort McMurray		B03	-111.5	56.92	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1902/C2F5GACXX_4/IX1902_C2F5GACXX_4_ACGATA.bam	DONE
GIL15_DNA913	GIL15	913	212	PBAL	GIL	Gillam		B03	-94.63	56.35	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-09-27/IX1900/C2F5GACXX_2/IX1900_C2F5GACXX_2_ATAATT.bam	DONE
GPR4_DNA914	GPR4	914	234	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1919/C2P4LACXX_6/IX1919_C2P4LACXX_6_CACCGG.bam	DONE
GPR6_DNA915	GPR6	915	236	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	east	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-10/IX1918/C2P4LACXX_5/IX1918_C2P4LACXX_5_CCCATG.bam	DONE
GPR14_DNA917	GPR14	917	230	PBAL	GPR	Grande Prairie		B03	-118.63	54.75	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-02/IX1912/C2F5EACXX_7/IX1912_C2F5EACXX_7_GCACTT.bam	DONE
GYP8_DNA918	GYP8	918	260	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1910/C2F5EACXX_5/IX1910_C2F5EACXX_5_TATAAT.bam	DONE
GYP9_DNA919	GYP9	919	261	PBAL	GYP	Gypsumville		B03	-98.62	51.77	west	/data/raid50/GalaxyData/Populus/PopulusTrichocarpa/DNA/2013-10-01/IX1909/C2F5EACXX_4/IX1909_C2F5EACXX_4_TGCTGG.bam	DONE
